Index,left,Localizers,"zai 'at, in'",right,verb,Verb class,Newness_Theme,Newness_Location,definiteiniteness_Theme,Heaviness,Heaviness_differences,Animacy_Theme,Animacy_Location,Animacy_Location_minorClass,Animacy_Theme_minorClass,Construction_trichotomy,Construction,备注: 住(驻扎，驻)有关的词都从posture变成existence
790,<s> txt 文章 标题 : 作者 : 】 31984 : 老武们返回康家寨，天已明了，正好到公路上割电线的民兵们也回来了。每 人 身 [ [ [,上,背,"着 ] ] ] 一 大 圈 铁丝 , 李有红 从头到脚 , 挂满 了 磁瓶 。 </s>",背,verbs of holding or containing,new,given,indefinite,Location=Theme,-1,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
858,"<s> txt 文章 标题 : 作者 : 】 7686 : 参加 中央 新闻 摄影 采访 的 记者 , 为了 不 漏掉 重要 活动 的 镜头 , 身 [ [ [",上,背,"着 ] ] ] 一 台 带 电瓶 的 "" 170 "" 型 闪光灯 和 两 台 "" 禄来 "" 相机 , 有时 还 要 带上 ... 【 文件名 : \ 当代 \ 报刊 \ 人民 日报 \ 1998年 人民 日报 \ 1998年 人民 日报 . </s>",背,verbs of holding or containing,new,given,indefinite,Location<Theme,-16,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
6,"摆脱 基督教 神学 的 羁绊 , 从 研究 "" 天国 "" 转到 研究 人世 , 赞美 新兴 的 资产阶级 , 为 他们 的 夺权 斗争 制造 根据 。 </s><s> 这 一 时期 , 产生 的 《 佛罗伦萨 史 》 和 《 意大利史 》 、 《 英 、 法诸国 的 编年史 》 , 以及 以 资产阶级 新教 观点 解释 基督教 的 教会 史 ( 如佛拉西斯 的 《 马格德堡 世纪 史 》 ) , 都 是 其中 著名 的 。 </s><s> 后来 , 更 [ 在 ] 资产阶级 革命 时代 , 出现 了 《 法国 大 革命 史 》 等 名著 。 </s><s> 这 [",,在,"] 史学史 上 被 称 作为 "" 理性 史学 "" , 其 特点 是 要求 以 理性 和 科学 观点 解释 历史 , 反对 用 基督教 的 蒙昧 、 迷信 思想 说明 历史 ; 同时 , 通过 历史 宣扬 历史 进化 和 资产阶级 的 民主 、 法制 , 反对 封建 专制 制度 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ AHT0034 . </s><s> txt 文章 标题 : 作者 : 】 2075 : ... 王国 "" 向 "" 自由 王国 "" 的 发展 过程 。 </s><s> 这 是 一 个 逐步 深化 的 过程 。 </s><s> 我们 与 历史 认识 上 的 绝对",被称作,verbs of activity(passive),given,new,definite,Location>Theme,4,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
206,"当代国际社会正在进行一场新技术革命。一个国家生产力的发展，国民经济的增长，越来越依靠科学技术的进步；一个国家的科学技术水平和运用科学技术的能力，越来越成为衡量综合国力的重要指标。邓小平同志以马克思主义者的真知灼见，敏锐地认清了这场新技术革命的实质，明确指出：""现代科学技术正在经历着一场伟大的革命。近三十年来，现代科学技术不只是在个别的科学理论上、个别的生产技术上获得了发展，也不只是有了一般意义上的进步和改革；而是几乎各门科学技术领域都发生了深刻的变化，出现了新的飞跃，产生了并且正在产生一系列新兴科学技术。现代科学为现代技术的进步开辟道路，决定它的发展方向。许多新 的 生产 工具 、 新 的 工艺 , 首先 [",,在," ] 科学 实验室 里 被 创造 出来 。 一 系列 新兴 工业 , 如 高分子 合成 工业 、 原子能 工业 、 电子 计算机 工业 、 半导体 工业 、 宇航 工业 、 激光 工业 等 , 都 是 建立 [ 在 ] 新兴 科学 的 基础 上 的 。 "" "" 当代 自然 科学 正 以 空前 的 规模 和 速度 , 应用于 生产 , 使 社会 物持 生产 的 各 个 领域 面貌一新 。 特别是 由于 电子 计算机 、 控制论 和 自动化 技术 的 发展 , 正 [ 在 ] 迅速",被创造,verbs of activity(passive),new,new,indefinite,Location<Theme,-3,inanimate,inanimate,place,concrete,uninversted sentence (PreLocPs),uninverted sentence,
27,"一是社团登记方面的问题。民政部的统计之所以数量少,因为它是严格按照登记在册的民间组织数量进行统计的,但事实上大量的民间组织并没有按照政府的规定在民政部门申请批准并登记注册。多数学者认为,造成这种情况的主要原因,是民间组织的准入门槛过高,审批条件过严, 很多 民间 组织 被 挡 [",,在,在 ] 了 政府 机关 的 门 外 。,被挡,verbs of activity(passive),given,new,indefinite,Location>Theme,2,animate,inanimate,concrete,organization,uninversted sentence (PostLocPs),uninverted sentence,
4,"再如英语的clone,意为无性繁殖，当人们学会clone所表达的意义，并将它译为”克隆”在汉语语用中出现之后,它便成为一种模因现象被不断地复制和传播,最终还收进了《现代汉语规范词典》。 人们 不但 从 首先 听到 的 "" 克隆羊 "" 学会 复制 为 "" 克隆 文 "" ( 指 抄袭 ) , "" 克隆片 "" ( 指 翻拍 或 续拍旧 的 影片 ) , 而且 还 见到 "" 克隆 "" [",,在," ] 语言 中 不断 被 复制 而 形成 的 有趣 的 模因 现象 : 【 文件名 : \ 当代 \ CWAC \ ALJ0042.txt 文章 标题 : 作者 : 】 25 63 : ( 1 ) 1979年 1月 [ 在 ] 《 湖南 文学 》 发表 "" 秋夜 "" 的 小说 ,",被复制,verbs of activity(passive),given,new,definite,Location>Theme,2,inanimate,inanimate,nonconcrete,concrete,uninversted sentence (PreLocPs),uninverted sentence,
130,"咸丰六年（一八五六年）叶名琛派兵登香港注册之亚罗船上去搜海盗，这一举给了英国人开战的口实。 不久 , 法国 传教士 马 神父 [",,在," ] 广西 西林 被 杀 , 叶名琛 不 好好 处理 , 又 得罪 了 法国 。 于是 英 法 联军 来 和 我们 算 总账 。 【 文件名 : \ 当代 \ CWAC \ AHB 0018 . txt 文章 标题 : 作者 : 】 13 92 : 七 年 冬天 ,",被杀,verbs of activity(passive),new,new,definite,Location<Theme,-3,animate,inanimate,place,huamn,uninversted sentence (PreLocPs),uninverted sentence,
3,"任何废弃或中止这种具体化路径的企图，都不能不意味着历史唯物主义从根本上的瓦解，意味着当它转变为“恶劣的教条”时，开始充任先天论形而上学的强制结构_而这正是一条恢复作为外部反思的主观思想和形式主义的可靠道路。在那种表面上执科学之名、实则沉溺于无批判的“知性的马克思主义”那里，真正作为社会现实的总体难道不正是被完全无内容的主观思想彻底遮蔽吗？在这里被复活起来的难道不正是抽象的经验主义、实证主义、粗陋的唯心主义以及它们的混合物吗？ 当 历史 唯物主义 的 那些 "" 基本 原理 "" 不 是 被 当做 实现 其 具体化 的 路径 , 而 是 被 当作 某 种 唯 因 其 抽象 方始 是 永恒 的 原理 和 范畴 时 , 当 这些 原理 和 范畴 又 被 置放 [",,在," ] "" 无 人身 的 理性 "" 的 怀抱 中 时 , [ 在 ] 这里 出现 的 , 究竟 是 历史 唯物主义 还是 它 的 反面 ? 由于 这 种 阻断 具体化 的 情形 很 早 就 已 出现 , 并且 一再 被 指 认为 历史 唯物主义 的 真相 ,",被置放,verbs of activity(passive),given,new,definite,Location>Theme,4,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PostLocPs),uninverted sentence,
232,"books的复数词尾s/s/是清音，可是dogs由于其中的／g/是浊音，／s/受／g/的影响也变成了浊音/z／。相反，1ooked的d则是受前面／k/的同化变成了清音／t/。至于前缀in-的三种音位形式，也 都 可以 从 后面 一 个 辅音 的 发音 部位 得到 说明 。 同化 现象 [ 在 ] 汉语 里 也 能 见到 。 比方 "" 棉 "" / mian / , "" 面 "" / mian / 中 的 / n / [",,在," ] "" 棉袍 "" "" 面包 "" 中 变成 / m/ , 这 是 被 "" 袍 "" "" 包 "" 的 声母 /p//p/[ 在 ] 部位 上 同化 的 结果 。 又 比方 北京 土话 把 "" 榆钱儿 "" 说成 /ytyanr/ , "" 钱儿 "" /tianr/ 里面 的 /i/ 受",变成,change of state,new,new,definite,Location=Theme,1,inanimate,inanimate,concrete,concrete,uninversted sentence (PreLocPs),uninverted sentence,
166,"相去甚远 。 </s><s> 请 比较 : 【 文件名 : \ 当代 \ CWAC \ ALT0049. txt 文章 标题 : 作者 : 】 3296 : [ 在 ] 嘉戎 语里 , 这 第三 句 话 的 "" 张三 "" 是 宾语 , 出现 [ 在 ] 动词 "" 同意 "" 的 前面 , 这 符合 嘉戎语 的 规则 , 但 "" 举手 "" 又 按 汉语 的 规则 组合 , 把 动词 "" 举 "" 放 [ 在 ] "" 手 "" 的 前面 , 两 种 规则 混杂 。 </s><s> 全 句 的 主语 应该 是 "" 你们 "" , 这 [",,在,"] 嘉戎 语里 由 动词 的 形态 变化 表示 出来 , 因而 省略 了 ; 介词 "" 为 "" 的 意思 也 由 形态 成分 表示 , 这里 也 去掉 了 。 </s><s> 类似 这样 的 句法 特点 都 是 几 种 语言 相互 干扰 的 结果 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ ALT0049. txt 文章 标题 : 作者 : 】 3297 : ... 各 族 人民 全 用 自己 的 语法 规则 来 组织 汉语 的 词语 , 那么 土 汉语 的 词序 也 应该 是 有 规律 的 。 </s><s> 但是 使用 语言 的 人 往往 是",表示,verbs of (dis)appearance,given,given,definite,Location>Theme,4,inanimate,inanimate,nonconcrete,concrete,uninversted sentence (PreLocPs),uninverted sentence,
60,"个 基本 含义 。 </s><s> 社会学家 则 特别 强调 周期性 中 潜伏性 和 反复性 的 特征 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ ASM 0116 . </s><s> txt 文章 标题 : 作者 : 】 73 20 : ... 会 工作 是 以 利他主义 为 指导 , 以 科学 的 知识 为 基础 , 运用 科学 的 方法 进行 助人 服务 活动 。 </s><s> 其 性能 就 是 通过 社会 服务 和 社会 管理 , 调整 社会 关系 , 改善 社会 制度 , 推进 社会 建设 , 促进 社会 的 稳定 发展 。 </s><s> 因此 , 其 突出 的 特征 主要 表现 [",,在,"] : 1 、 服务性 。 </s><s> 2 、 稳定性 。 </s><s> 3 、 发展性 。 </s><s> 4 、 调节性 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ ASM 0116 . </s><s> txt 文章 标题 : 作者 : 】 73 21 : ( 1 ) 、 自然 环境 引起 的 社会 变迁 。 </s><s> 社会 变迁 的 过程 总 是 [ 在 ] 一定 的 自然 环境 中 进行 , 自然 环境 为 社会 的 生存 和 发展 提供 自然 资源 和 物质 条件 。 </s><s> 自然 环境 依 其 自身 规律 演变 , 影响 社会 的 变迁 , 人类 作用 于 自然 环境 引起",表现,verbs of (dis)appearance,given,new,definite,Location>Theme,3,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PostLocPs),uninverted sentence,
61,"了 正确 方向 。 </s><s> 毛泽东 思想 的 活 的 灵魂 , 是 贯穿于 上述 各 个 理论 的 立场 、 观点 和 方法 , 有 三 个 基本 方面 , 即 实事求是 、 群众 路线 、 独立自主 。 </s><s> 毛泽东 把 辩证 唯物主义 和 历史 唯物主义 运用 于 无产阶级 政党 的 全部 工作 , [ 在 ] 中国 革命 的 长期 艰苦 斗争 中 形成 了 具有 中国 共产党人 特色 的 这些 立场 、 观点 和 方法 , 丰富 和 发展 了 马克思 列宁主义 。 </s><s> 它们 不仅 表现 [ 在 ] 毛泽东 的 全部 科学 著作 中 , 也 表现 [",,在,"] 中国 共产党人 的 革命 活动 中 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ APE0066 . </s><s> txt 文章 标题 : 作者 : 】 4328 : 毛泽东 思想 是 马克思 列宁主义 同 中国 实际 相 结合 的 产物 。 </s><s> 〈 中国 共产党人 [ 在 ] 如何 运用 马克思 列宁主义 普遍 原理 来 解决 中国 革命 实践 中 的 问题 上 , 曾 出现 过 两 种 错误 倾向 : 教条主义 和 经验主义 【 文件名 : \ 当代 \ CWAC \ APE0066 . </s><s> txt 文章 标题 : 作者 : 】 4329 : 毛泽东 思想 是 [ 在 ] 同 错误",表现,verbs of (dis)appearance,given,new,definite,Location>Theme,10,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PostLocPs),uninverted sentence,
65,"的 每 一 个 时代 和 每 一 个 社会 中 都 是 一样 的 , 这 个 目的 就 是 提高 作为 人 的 人 。 "" [ 19 ] J.Maritian ) 认为 , 人性 既 是 可变 的 , 又 是 永恒 的 。 这 种 可变性 表现 [",,在," ] 人 的 进化 和 运动 中 , 不 变性 表现 [ 在 ] 一切 变化 和 运动 都 超于 上帝 。 人 [ 在 ] 其 社会 的 和 灵性 的 存 [ 在 ] 中 不断 脱胎换骨 , 向 唯一 不 变 的 人性 接近 。 这 种 永恒不变",表现,verbs of (dis)appearance,given,new,definite,Location>Theme,4,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PostLocPs),uninverted sentence,
272,4. 艺术性原则: 课件 的 艺术性 表现 [,,在,"] 以 声音 和 画面 以及 人机 交互 的 传递 信息 上 。 实现 教学 目标 时 , 要求 呈现 的 信息 刺激 能 吸引 学习者 , 使 他们 接受 并 作出 反应 。 【 文件名 : \ 当代 \ CWAC \ AET0017.txt 文章 标题 : 作者 : 】 1097 :",表现,verbs of (dis)appearance,new,new,indefinite,Location>Theme,13,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PostLocPs),uninverted sentence,
632,"大 , 但 其他 方言区 的 人 还 可以 看 得 懂 。 而 语音 上 和 北京话 的 差别 很 大 , 让 北京人 去 听 苏州人 说 上面 那 一 段 话 , 恐怕 只 能 听懂 两三成 。 所以 , 地域 方言 的 差别 , 主要 表现 [",,在," ] 语音 上 , 划分 方言 的 主要 依据 也 是 语音 。 词汇 上 也 有 不少 差别 , 语法 的 差别 较 小 。 【 文件名 : \ 当代 \ CWAC \ ALT0049. txt 文章 标题 : 作者 : 】 32 19 : "" 方言 "" 是 一 个",表现,verbs of (dis)appearance,new,given,indefinite,Location<Theme,-3,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PostLocPs),uninverted sentence,
384,"[ 在 ] 成长 中 都 会 遇到 一些 挫折 和 不 顺利 , 下面 的 27 个 句子 描述 了 与 此 相关 的 一些 情况 , 请 你 根据 自己 [ 在 ] 面临 这些 挫折 和 逆境 时 的 实际 情况 和 这些 句子 的 符合 程度 , [ 在 ] 相应 的 数字 上 画圈 。 </s><s> 你 的 答案 没有 对错 之 分 , 请 根据 实际 情况 填答 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ APJ0092 . </s><s> txt 文章 标题 : 作者 : 】 51 77:12 . </s><s> 我 习惯 把 事情 憋 [",,在,"] 心里 而 不 是 向人 倾诉 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ APJ0092 . </s><s> txt 文章 标题 : 作者 : 】 5178:16 . </s><s> [ 在 ] 家 里 , 我 说 什么 总是 没 人 听 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ APJ0092 . </s><s> txt 文章 标题 : 作者 : 】 5179:23 . </s><s> 我 能够 很 好 的 [ 在 ] 短 时间 内 调整 情绪 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ APJ0092 . </s><s> txt 文章 标题 : 作者 : 】 5180 : 摘要 : 心理 弹性 目前 已 成为",憋,verbs of holding or containing,new,new,definite,Location=Theme,1,inanimate,animate,body-part,nonconcrete,uninversted sentence (PostLocPs),uninverted sentence,
779,"<s> txt 文章 标题 : 作者 : 】 31945 : 从 人群 中 走出 一 个 人 来 , 身披 羊皮袄 , 腰 [ [ [",里,别,"着 ] ] ] 支 手枪 , 原来 是 武工队 的 老 武 。 </s>",别,verbs of attachment,new,given,indefinite,Location=Theme,-1,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
377,"<s> 现在 是 中午 十二点 , 收音机 [[[",里,播,"着 ] ] ] "" 霞 飞 "" 金曲 。 </s>",播,verbs of emission,new,new,definite,Location=Theme,,inanimate,inanimate,concrete,nonconcrete,Locative inversion,Locative inversion,
462,"<s> txt 文章 标题 : 作者 : 】 10775 : 歌迷们在风中手持蜡烛,口中喃喃祈祷,排着长队缓缓地从普雷斯利的墓前走过。有的放声大哭,有的停住默默祈祷,有的示以飞吻,还有的肃穆站立、拍照留念。歌迷们献上的鲜花、泰迪熊和其他纪念物堆起了一座五英尺高(约合1.7米)的小山, 扩音器 [ [ [",里,播放,"着 ] ] ] "" 猫王 "" 那 首 著名 的 "" 如果 可以 梦想 "" 以及 他 其他 的 歌 。 </s>",播放,verbs of emission,new,new,definite,Location<Theme,-16,inanimate,inanimate,concrete,nonconcrete,Locative inversion,Locative inversion,
838,"<s> txt 文章 标题 : 作者 : 】 46 04 : ... 东西 各 一 间 厢房 , 院 里 红砖 漫地 , 平坦 整齐 , 太阳 还 有 一 杆子 高 , 屋 [ [ [",里,播放,着 ] ] ] 英语 录音 。 </s>,播放,verbs of emission,new,given,indefinite,Location<Theme,-2,inanimate,inanimate,place,nonconcrete,Locative inversion,Locative inversion,
213,"会计语言是管理当局与公司外部利益关系人交流的工具(美国财务与会计准则委员会,1984)。会计准则制定者/将会计准则定位为公司提供一种向公司外部的资本提供者和其他利益关系人报告公司财务状况和交易经营业绩方面信息的成本相对低廉且可信的手段0(Pau l M.H ealy&Jam es M.W ah len,1999)。如果会计准则能够使财务报表以及时可信的方式有效地描述各公司经济状况和经营业绩的差异,从而促进资源的有效配置和利益关系人的有效决策,则会计准则的价值将增加(add valu e)。/如果财务报告被用来传递公司管理当局关于公司经营业绩的信息,但由于会计信息的相关性和可靠性的冲突的存在, 会计 准则 中 必 将 允许 管理 当局 [",,在,"] 财务 报告 中 采用 职业 判断 , 管理 当局 于是 可以 凭借 其 对 经济 活动 及 其 机会 的 了解 , 来 选择 符合 该 公司 经济 情形 的 会计 方法 、 会计 估计 和 披露 方式 , 这 潜 [ 在 ] 地 增加 了 会计 作为 一",采用,verbs of activity,new,given,indefinite,Location>Theme,2,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
